word,0,1,cluster
era,29.955257,57.358334,9
investment,-0.26449552,18.365824,95
detect,-15.717607,73.49145,42
curriculum,16.734694,-20.693558,98
antioxidant,-50.40371,-13.235455,66
importance,24.879993,51.018253,6
agricultural,-9.448648,-38.421852,174
corporate,-1.8621944,18.257708,95
formation,9.66462,33.229362,100
person,47.55947,30.215153,69
hence,27.720535,49.399857,166
minute,-69.50983,4.8657866,19
traffic,-20.780746,37.495975,50
therapy,-33.356003,13.223038,52
series,14.698679,1.3389441,112
view,43.0751,8.586962,14
visual,6.478916,11.799089,162
architecture,-15.4186325,56.833084,37
battery,-34.17607,35.956398,104
free,10.26993,5.277958,162
matrix,-14.104471,50.510212,43
analyzing,5.931263,71.18313,26
accounting,-1.9876972,16.985722,95
analytical,33.07774,9.933006,92
situation,39.45998,46.5572,77
red,-31.930779,-24.603903,128
resistance,-43.747547,13.393993,67
generator,-33.458813,37.83216,104
maintain,-6.747676,69.695724,3
implement,-5.871839,63.048073,3
learner,41.817066,4.207248,134
map,-1.2844675,44.7719,120
metal,-57.566196,14.343659,152
fund,-66.39621,25.255877,130
volume,6.9799867,-1.6069548,112
switching,-33.351276,40.39132,104
received,-2.4503207,69.12741,3
old,63.68664,-15.037779,2
suggested,3.4379854,65.34383,26
participation,39.88637,25.25682,132
compare,4.1754193,64.05608,26
degree,57.43269,2.3069603,103
kind,25.188036,2.034287,145
similar,18.66392,54.95882,46
following,5.9894714,42.706974,123
above,21.974495,70.245995,44
fiber,-61.483887,14.208672,152
discussed,5.7261157,66.217285,26
house,-0.21170537,-30.207443,10
availability,-19.384895,31.256306,161
ppm,-42.72398,-49.0438,45
estimation,12.4301195,71.50207,26
nature,28.242348,12.166758,16
dependent,23.63342,17.151031,25
although,27.388895,55.32605,9
department,-4.0898566,-42.40965,174
occur,19.95471,60.91733,46
item,22.721611,9.385214,16
simulated,-33.968033,58.256992,33
example,22.513803,49.976654,6
idea,35.038143,17.926922,5
simultaneously,57.637356,20.342232,1
flour,-55.324375,-19.81872,11
nurse,-30.6347,12.652783,118
artificial,26.455503,50.862568,166
drug,-47.281998,-12.3747,66
induction,-35.92059,39.199097,104
perceived,38.437336,34.978767,153
formula,-68.26821,-1.8973045,19
via,1.267914,49.730442,101
proposes,-4.062122,62.16295,3
safety,6.550897,35.890137,18
drive,-37.306393,40.279,104
message,26.529577,2.6058109,145
mass,34.06116,-44.127407,165
fuel,-66.565605,8.719835,152
dataset,32.179264,-9.570027,47
processed,1.1096084,53.96425,101
spatial,24.497057,8.419792,16
conflict,17.065517,48.27651,164
height,64.709816,31.088367,1
station,10.553534,2.4414058,112
obstacle,41.073097,46.28205,77
external,47.112724,44.88811,4
recent,30.476042,55.32744,9
website,31.144918,-6.927096,47
liquid,-54.30443,11.472049,167
agent,-39.17953,11.060144,52
valid,29.876833,63.602924,35
cross,-27.847517,-14.711429,102
torque,-31.153341,40.95044,104
governance,-2.5536928,18.834356,95
topic,-15.127272,25.56181,56
